statenum,QUARTER,wagebins,count,pop,cpi,MW,TREATMENT
12,2006Q2,107,1324,2291799,109.133333333333,7.15,1
12,2006Q2,97,4950,2291799,109.133333333333,7.15,1
12,2006Q2,83,5080,2291799,109.133333333333,7.15,1
12,2006Q2,124,4518,2291799,109.133333333333,7.15,1
12,2006Q2,138,1286,2291799,109.133333333333,7.15,1
12,2006Q2,149,2899,2291799,109.133333333333,7.15,1
12,2006Q2,135,7552,2291799,109.133333333333,7.15,1
12,2006Q2,96,4446,2291799,109.133333333333,7.15,1
12,2006Q2,150,4418,2291799,109.133333333333,7.15,1
12,2006Q2,29,2698,2291799,109.133333333333,7.15,1
12,2006Q2,104,3896,2291799,109.133333333333,7.15,1
12,2006Q2,49,3178,2291799,109.133333333333,7.15,1
12,2006Q2,58,5336,2291799,109.133333333333,7.15,1
12,2006Q2,115,1715,2291799,109.133333333333,7.15,1
12,2006Q2,42,4643,2291799,109.133333333333,7.15,1
12,2006Q2,154,1506,2291799,109.133333333333,7.15,1
12,2006Q2,30,1249,2291799,109.133333333333,7.15,1
12,2006Q2,137,1272,2291799,109.133333333333,7.15,1
12,2006Q2,100,3937,2291799,109.133333333333,7.15,1
12,2006Q2,129,3968,2291799,109.133333333333,7.15,1
12,2006Q2,56,3470,2291799,109.133333333333,7.15,1
12,2006Q2,140,4479,2291799,109.133333333333,7.15,1
12,2006Q2,25,754,2291799,109.133333333333,7.15,1
12,2006Q2,160,1295,2291799,109.133333333333,7.15,1
12,2006Q2,112,2422,2291799,109.133333333333,7.15,1
12,2006Q2,125,2230,2291799,109.133333333333,7.15,1
12,2006Q2,126,3097,2291799,109.133333333333,7.15,1
12,2006Q2,37,5624,2291799,109.133333333333,7.15,1
12,2006Q2,77,3827,2291799,109.133333333333,7.15,1
12,2006Q2,62,5221,2291799,109.133333333333,7.15,1
12,2006Q2,118,1828,2291799,109.133333333333,7.15,1
12,2006Q2,70,7868,2291799,109.133333333333,7.15,1
12,2006Q2,139,1468,2291799,109.133333333333,7.15,1
12,2006Q2,106,4151,2291799,109.133333333333,7.15,1
12,2006Q2,119,1713,2291799,109.133333333333,7.15,1
12,2006Q2,84,5578,2291799,109.133333333333,7.15,1
12,2006Q2,89,8076,2291799,109.133333333333,7.15,1
12,2006Q2,27,1236,2291799,109.133333333333,7.15,1
12,2006Q2,121,1973,2291799,109.133333333333,7.15,1
12,2006Q2,130,563,2291799,109.133333333333,7.15,1
12,2006Q2,101,2758,2291799,109.133333333333,7.15,1
12,2006Q2,19,615,2291799,109.133333333333,7.15,1
12,2006Q2,142,4346,2291799,109.133333333333,7.15,1
12,2006Q2,26,949,2291799,109.133333333333,7.15,1
12,2006Q2,133,2013,2291799,109.133333333333,7.15,1
12,2006Q2,152,1624,2291799,109.133333333333,7.15,1
12,2006Q2,93,5031,2291799,109.133333333333,7.15,1
12,2006Q2,109,1361,2291799,109.133333333333,7.15,1
12,2006Q2,116,1678,2291799,109.133333333333,7.15,1
12,2006Q2,16,378,2291799,109.133333333333,7.15,1
12,2006Q2,23,409,2291799,109.133333333333,7.15,1
12,2006Q2,24,1550,2291799,109.133333333333,7.15,1
12,2006Q2,151,2474,2291799,109.133333333333,7.15,1
12,2006Q2,146,1586,2291799,109.133333333333,7.15,1
12,2006Q2,156,2054,2291799,109.133333333333,7.15,1
12,2006Q2,114,1015,2291799,109.133333333333,7.15,1
12,2006Q2,157,273,2291799,109.133333333333,7.15,1
12,2006Q2,15,194,2291799,109.133333333333,7.15,1
12,2006Q2,20,199,2291799,109.133333333333,7.15,1
12,2006Q2,17,118,2291799,109.133333333333,7.15,1
12,2006Q2,18,104,2291799,109.133333333333,7.15,1
12,2006Q3,53,7146,2293339,109.2,7.15,0
12,2006Q3,33,14175,2293339,109.2,7.15,0
12,2006Q3,68,21542,2293339,109.2,7.15,0
12,2006Q3,131,7273,2293339,109.2,7.15,0
12,2006Q3,82,5651,2293339,109.2,7.15,0
12,2006Q3,122,9119,2293339,109.2,7.15,0
12,2006Q3,102,8018,2293339,109.2,7.15,0
12,2006Q3,61,23445,2293339,109.2,7.15,0
12,2006Q3,75,21668,2293339,109.2,7.15,0
12,2006Q3,66,24323,2293339,109.2,7.15,0
12,2006Q3,43,24385,2293339,109.2,7.15,0
12,2006Q3,63,9285,2293339,109.2,7.15,0
12,2006Q3,118,2046,2293339,109.2,7.15,0
12,2006Q3,34,50167,2293339,109.2,7.15,0
12,2006Q3,136,1078,2293339,109.2,7.15,0
12,2006Q3,101,6327,2293339,109.2,7.15,0
12,2006Q3,32,7429,2293339,109.2,7.15,0
12,2006Q3,123,1529,2293339,109.2,7.15,0
12,2006Q3,108,11675,2293339,109.2,7.15,0
12,2006Q3,121,1191,2293339,109.2,7.15,0
12,2006Q3,73,7416,2293339,109.2,7.15,0
12,2006Q3,47,52660,2293339,109.2,7.15,0
12,2006Q3,88,5444,2293339,109.2,7.15,0
12,2006Q3,65,8797,2293339,109.2,7.15,0
12,2006Q3,113,9415,2293339,109.2,7.15,0
12,2006Q3,52,26009,2293339,109.2,7.15,0
12,2006Q3,85,9715,2293339,109.2,7.15,0
12,2006Q3,109,2708,2293339,109.2,7.15,0
12,2006Q3,94,23737,2293339,109.2,7.15,0
12,2006Q3,103,11551,2293339,109.2,7.15,0
12,2006Q3,31,3171,2293339,109.2,7.15,0
12,2006Q3,38,37923,2293339,109.2,7.15,0
12,2006Q3,117,16945,2293339,109.2,7.15,0
12,2006Q3,135,6779,2293339,109.2,7.15,0
12,2006Q3,148,462,2293339,109.2,7.15,0
12,2006Q3,36,20077,2293339,109.2,7.15,0
12,2006Q3,55,3633,2293339,109.2,7.15,0
12,2006Q3,71,22021,2293339,109.2,7.15,0
12,2006Q3,90,18212,2293339,109.2,7.15,0
12,2006Q3,54,12010,2293339,109.2,7.15,0
12,2006Q3,57,24984,2293339,109.2,7.15,0
12,2006Q3,81,7800,2293339,109.2,7.15,0
12,2006Q3,44,12492,2293339,109.2,7.15,0
12,2006Q3,92,5519,2293339,109.2,7.15,0
12,2006Q3,45,19181,2293339,109.2,7.15,0
12,2006Q3,48,7007,2293339,109.2,7.15,0
12,2006Q3,51,11860,2293339,109.2,7.15,0
12,2006Q3,70,13882,2293339,109.2,7.15,0
12,2006Q3,144,9431,2293339,109.2,7.15,0
12,2006Q3,141,8556,2293339,109.2,7.15,0
12,2006Q3,60,8673,2293339,109.2,7.15,0
12,2006Q3,133,3378,2293339,109.2,7.15,0
12,2006Q3,46,6368,2293339,109.2,7.15,0
12,2006Q3,124,6664,2293339,109.2,7.15,0
12,2006Q3,98,7844,2293339,109.2,7.15,0
12,2006Q3,41,8979,2293339,109.2,7.15,0
12,2006Q3,80,20346,2293339,109.2,7.15,0
12,2006Q3,126,4366,2293339,109.2,7.15,0
12,2006Q3,154,3132,2293339,109.2,7.15,0
12,2006Q3,142,4035,2293339,109.2,7.15,0
12,2006Q3,93,6030,2293339,109.2,7.15,0
12,2006Q3,78,8502,2293339,109.2,7.15,0
12,2006Q3,49,6688,2293339,109.2,7.15,0
12,2006Q3,115,2455,2293339,109.2,7.15,0
12,2006Q3,87,8380,2293339,109.2,7.15,0
12,2006Q3,143,2187,2293339,109.2,7.15,0
12,2006Q3,72,11098,2293339,109.2,7.15,0
12,2006Q3,112,3137,2293339,109.2,7.15,0
12,2006Q3,89,9905,2293339,109.2,7.15,0
12,2006Q3,39,8373,2293339,109.2,7.15,0
12,2006Q3,77,7002,2293339,109.2,7.15,0
12,2006Q3,40,20386,2293339,109.2,7.15,0
12,2006Q3,111,4982,2293339,109.2,7.15,0
12,2006Q3,120,4406,2293339,109.2,7.15,0
12,2006Q3,153,1193,2293339,109.2,7.15,0
12,2006Q3,149,2407,2293339,109.2,7.15,0
12,2006Q3,96,4358,2293339,109.2,7.15,0
12,2006Q3,64,6537,2293339,109.2,7.15,0
12,2006Q3,128,3390,2293339,109.2,7.15,0
12,2006Q3,50,17106,2293339,109.2,7.15,0
12,2006Q3,110,4084,2293339,109.2,7.15,0
12,2006Q3,67,4751,2293339,109.2,7.15,0
12,2006Q3,59,18344,2293339,109.2,7.15,0
12,2006Q3,86,5097,2293339,109.2,7.15,0
12,2006Q3,30,943,2293339,109.2,7.15,0
12,2006Q3,17,271,2293339,109.2,7.15,0
12,2006Q3,140,7242,2293339,109.2,7.15,0
12,2006Q3,104,3422,2293339,109.2,7.15,0
12,2006Q3,127,5298,2293339,109.2,7.15,0
12,2006Q3,56,11139,2293339,109.2,7.15,0
12,2006Q3,97,4527,2293339,109.2,7.15,0
12,2006Q3,158,4198,2293339,109.2,7.15,0
12,2006Q3,83,4463,2293339,109.2,7.15,0
12,2006Q3,35,20587,2293339,109.2,7.15,0
12,2006Q3,160,1887,2293339,109.2,7.15,0
12,2006Q3,155,1535,2293339,109.2,7.15,0
12,2006Q3,106,3269,2293339,109.2,7.15,0
12,2006Q3,76,3800,2293339,109.2,7.15,0
12,2006Q3,157,1874,2293339,109.2,7.15,0
12,2006Q3,37,5884,2293339,109.2,7.15,0
12,2006Q3,119,2614,2293339,109.2,7.15,0
12,2006Q3,159,1713,2293339,109.2,7.15,0
12,2006Q3,100,4119,2293339,109.2,7.15,0
12,2006Q3,151,2167,2293339,109.2,7.15,0
12,2006Q3,79,8633,2293339,109.2,7.15,0
12,2006Q3,99,8183,2293339,109.2,7.15,0
12,2006Q3,130,2162,2293339,109.2,7.15,0
12,2006Q3,69,5621,2293339,109.2,7.15,0
12,2006Q3,145,1535,2293339,109.2,7.15,0
12,2006Q3,84,8416,2293339,109.2,7.15,0
12,2006Q3,146,2586,2293339,109.2,7.15,0
12,2006Q3,74,5104,2293339,109.2,7.15,0
12,2006Q3,152,1820,2293339,109.2,7.15,0
12,2006Q3,137,1444,2293339,109.2,7.15,0
12,2006Q3,42,14231,2293339,109.2,7.15,0
12,2006Q3,107,2771,2293339,109.2,7.15,0
12,2006Q3,138,528,2293339,109.2,7.15,0
12,2006Q3,150,2843,2293339,109.2,7.15,0
12,2006Q3,129,3403,2293339,109.2,7.15,0
12,2006Q3,22,294,2293339,109.2,7.15,0
12,2006Q3,95,2775,2293339,109.2,7.15,0
12,2006Q3,91,4653,2293339,109.2,7.15,0
12,2006Q3,62,5900,2293339,109.2,7.15,0
12,2006Q3,134,2833,2293339,109.2,7.15,0
12,2006Q3,105,2195,2293339,109.2,7.15,0
12,2006Q3,26,707,2293339,109.2,7.15,0
12,2006Q3,24,1385,2293339,109.2,7.15,0
12,2006Q3,139,2264,2293339,109.2,7.15,0
12,2006Q3,58,2840,2293339,109.2,7.15,0
12,2006Q3,125,1249,2293339,109.2,7.15,0
12,2006Q3,15,351,2293339,109.2,7.15,0
12,2006Q3,29,950,2293339,109.2,7.15,0
12,2006Q3,132,4117,2293339,109.2,7.15,0
12,2006Q3,147,1950,2293339,109.2,7.15,0
12,2006Q3,156,2438,2293339,109.2,7.15,0
12,2006Q3,19,631,2293339,109.2,7.15,0
12,2006Q3,114,1093,2293339,109.2,7.15,0
12,2006Q3,20,327,2293339,109.2,7.15,0
12,2006Q3,116,1845,2293339,109.2,7.15,0
12,2006Q3,28,853,2293339,109.2,7.15,0
12,2006Q3,27,459,2293339,109.2,7.15,0
12,2006Q3,25,350,2293339,109.2,7.15,0
12,2006Q3,23,303,2293339,109.2,7.15,0
12,2006Q4,81,9808,2293832,109.5,7.15,0
12,2006Q4,131,6009,2293832,109.5,7.15,0
12,2006Q4,83,4465,2293832,109.5,7.15,0
12,2006Q4,107,5750,2293832,109.5,7.15,0
12,2006Q4,132,2414,2293832,109.5,7.15,0
12,2006Q4,38,45056,2293832,109.5,7.15,0
12,2006Q4,84,12582,2293832,109.5,7.15,0
12,2006Q4,43,16224,2293832,109.5,7.15,0
12,2006Q4,70,29220,2293832,109.5,7.15,0
12,2006Q4,108,13047,2293832,109.5,7.15,0
12,2006Q4,94,18164,2293832,109.5,7.15,0
12,2006Q4,99,7876,2293832,109.5,7.15,0
12,2006Q4,66,20602,2293832,109.5,7.15,0
12,2006Q4,109,2960,2293832,109.5,7.15,0
12,2006Q4,93,11301,2293832,109.5,7.15,0
12,2006Q4,71,14557,2293832,109.5,7.15,0
12,2006Q4,36,14604,2293832,109.5,7.15,0
12,2006Q4,63,11905,2293832,109.5,7.15,0
12,2006Q4,101,7032,2293832,109.5,7.15,0
12,2006Q4,97,2854,2293832,109.5,7.15,0
12,2006Q4,52,23180,2293832,109.5,7.15,0
12,2006Q4,57,13252,2293832,109.5,7.15,0
12,2006Q4,40,18514,2293832,109.5,7.15,0
12,2006Q4,80,11542,2293832,109.5,7.15,0
12,2006Q4,34,48590,2293832,109.5,7.15,0
12,2006Q4,55,2491,2293832,109.5,7.15,0
12,2006Q4,72,17336,2293832,109.5,7.15,0
12,2006Q4,141,6385,2293832,109.5,7.15,0
12,2006Q4,41,6801,2293832,109.5,7.15,0
12,2006Q4,35,25173,2293832,109.5,7.15,0
12,2006Q4,47,46326,2293832,109.5,7.15,0
12,2006Q4,75,18995,2293832,109.5,7.15,0
12,2006Q4,50,9100,2293832,109.5,7.15,0
12,2006Q4,45,15445,2293832,109.5,7.15,0
12,2006Q4,87,6951,2293832,109.5,7.15,0
12,2006Q4,116,2056,2293832,109.5,7.15,0
12,2006Q4,61,21496,2293832,109.5,7.15,0
12,2006Q4,54,11899,2293832,109.5,7.15,0
12,2006Q4,56,23192,2293832,109.5,7.15,0
12,2006Q4,144,6867,2293832,109.5,7.15,0
12,2006Q4,135,4574,2293832,109.5,7.15,0
12,2006Q4,37,6024,2293832,109.5,7.15,0
12,2006Q4,62,5494,2293832,109.5,7.15,0
12,2006Q4,68,19500,2293832,109.5,7.15,0
12,2006Q4,48,6207,2293832,109.5,7.15,0
12,2006Q4,95,4432,2293832,109.5,7.15,0
12,2006Q4,158,2549,2293832,109.5,7.15,0
12,2006Q4,78,8183,2293832,109.5,7.15,0
12,2006Q4,59,19115,2293832,109.5,7.15,0
12,2006Q4,127,3070,2293832,109.5,7.15,0
12,2006Q4,90,16587,2293832,109.5,7.15,0
12,2006Q4,46,3845,2293832,109.5,7.15,0
12,2006Q4,65,14744,2293832,109.5,7.15,0
12,2006Q4,117,14961,2293832,109.5,7.15,0
12,2006Q4,82,6785,2293832,109.5,7.15,0
12,2006Q4,125,1884,2293832,109.5,7.15,0
12,2006Q4,96,5519,2293832,109.5,7.15,0
12,2006Q4,89,8384,2293832,109.5,7.15,0
12,2006Q4,150,2724,2293832,109.5,7.15,0
12,2006Q4,156,2809,2293832,109.5,7.15,0
12,2006Q4,140,8175,2293832,109.5,7.15,0
12,2006Q4,100,3594,2293832,109.5,7.15,0
12,2006Q4,129,3830,2293832,109.5,7.15,0
12,2006Q4,111,2253,2293832,109.5,7.15,0
12,2006Q4,113,4664,2293832,109.5,7.15,0
12,2006Q4,74,6250,2293832,109.5,7.15,0
12,2006Q4,159,2054,2293832,109.5,7.15,0
12,2006Q4,85,8071,2293832,109.5,7.15,0
12,2006Q4,92,4909,2293832,109.5,7.15,0
12,2006Q4,155,2747,2293832,109.5,7.15,0
12,2006Q4,44,9739,2293832,109.5,7.15,0
12,2006Q4,64,8620,2293832,109.5,7.15,0
12,2006Q4,33,11173,2293832,109.5,7.15,0
12,2006Q4,73,7886,2293832,109.5,7.15,0
12,2006Q4,39,8716,2293832,109.5,7.15,0
12,2006Q4,60,6985,2293832,109.5,7.15,0
12,2006Q4,51,10021,2293832,109.5,7.15,0
12,2006Q4,102,4954,2293832,109.5,7.15,0
12,2006Q4,143,4330,2293832,109.5,7.15,0
12,2006Q4,42,21508,2293832,109.5,7.15,0
12,2006Q4,103,15021,2293832,109.5,7.15,0
12,2006Q4,58,3828,2293832,109.5,7.15,0
12,2006Q4,128,2728,2293832,109.5,7.15,0
12,2006Q4,122,4259,2293832,109.5,7.15,0
12,2006Q4,112,8306,2293832,109.5,7.15,0
12,2006Q4,126,4497,2293832,109.5,7.15,0
12,2006Q4,88,5937,2293832,109.5,7.15,0
12,2006Q4,105,4873,2293832,109.5,7.15,0
12,2006Q4,142,1663,2293832,109.5,7.15,0
12,2006Q4,134,4244,2293832,109.5,7.15,0
12,2006Q4,53,5440,2293832,109.5,7.15,0
12,2006Q4,28,1395,2293832,109.5,7.15,0
12,2006Q4,79,11388,2293832,109.5,7.15,0
12,2006Q4,121,4130,2293832,109.5,7.15,0
12,2006Q4,77,10299,2293832,109.5,7.15,0
12,2006Q4,22,781,2293832,109.5,7.15,0
12,2006Q4,120,3276,2293832,109.5,7.15,0
12,2006Q4,146,3877,2293832,109.5,7.15,0
12,2006Q4,91,6710,2293832,109.5,7.15,0
12,2006Q4,86,6705,2293832,109.5,7.15,0
12,2006Q4,118,1814,2293832,109.5,7.15,0
12,2006Q4,147,1963,2293832,109.5,7.15,0
12,2006Q4,110,5215,2293832,109.5,7.15,0
12,2006Q4,137,1789,2293832,109.5,7.15,0
12,2006Q4,152,1281,2293832,109.5,7.15,0
12,2006Q4,145,1940,2293832,109.5,7.15,0
12,2006Q4,130,4159,2293832,109.5,7.15,0
12,2006Q4,149,3980,2293832,109.5,7.15,0
12,2006Q4,104,2558,2293832,109.5,7.15,0
12,2006Q4,160,1450,2293832,109.5,7.15,0
12,2006Q4,106,3812,2293832,109.5,7.15,0
12,2006Q4,76,4507,2293832,109.5,7.15,0
12,2006Q4,124,4786,2293832,109.5,7.15,0
12,2006Q4,115,3213,2293832,109.5,7.15,0
12,2006Q4,49,6747,2293832,109.5,7.15,0
12,2006Q4,119,2746,2293832,109.5,7.15,0
12,2006Q4,133,2795,2293832,109.5,7.15,0
12,2006Q4,30,1601,2293832,109.5,7.15,0
12,2006Q4,123,2527,2293832,109.5,7.15,0
12,2006Q4,98,7045,2293832,109.5,7.15,0
12,2006Q4,154,2302,2293832,109.5,7.15,0
12,2006Q4,136,1136,2293832,109.5,7.15,0
12,2006Q4,69,3825,2293832,109.5,7.15,0
12,2006Q4,67,9791,2293832,109.5,7.15,0
12,2006Q4,23,239,2293832,109.5,7.15,0
12,2006Q4,151,1699,2293832,109.5,7.15,0
12,2006Q4,148,2366,2293832,109.5,7.15,0
12,2006Q4,29,535,2293832,109.5,7.15,0
12,2006Q4,114,2313,2293832,109.5,7.15,0
12,2006Q4,31,905,2293832,109.5,7.15,0
12,2006Q4,25,319,2293832,109.5,7.15,0
12,2006Q4,20,123,2293832,109.5,7.15,0
12,2006Q4,153,1311,2293832,109.5,7.15,0
12,2006Q4,32,1768,2293832,109.5,7.15,0
12,2006Q4,27,1209,2293832,109.5,7.15,0
12,2006Q4,157,2299,2293832,109.5,7.15,0
12,2006Q4,139,1773,2293832,109.5,7.15,0
12,2006Q4,138,261,2293832,109.5,7.15,0
12,2006Q4,21,147,2293832,109.5,7.15,0
12,2006Q4,26,209,2293832,109.5,7.15,0
12,2006Q4,24,265,2293832,109.5,7.15,0
12,2006Q4,18,154,2293832,109.5,7.15,0
13,2006Q1,61,8593,1820393,108.666666666667,6.5,0
13,2006Q1,141,6685,1820393,108.666666666667,6.5,0
13,2006Q1,70,6518,1820393,108.666666666667,6.5,0
13,2006Q1,45,9114,1820393,108.666666666667,6.5,0
13,2006Q1,46,6721,1820393,108.666666666667,6.5,0
13,2006Q1,79,4138,1820393,108.666666666667,6.5,0
13,2006Q1,59,10852,1820393,108.666666666667,6.5,0
13,2006Q1,33,28696,1820393,108.666666666667,6.5,0
13,2006Q1,82,6057,1820393,108.666666666667,6.5,0
13,2006Q1,38,29600,1820393,108.666666666667,6.5,0
13,2006Q1,73,10817,1820393,108.666666666667,6.5,0
13,2006Q1,30,12037,1820393,108.666666666667,6.5,0
13,2006Q1,69,6864,1820393,108.666666666667,6.5,0
13,2006Q1,146,737,1820393,108.666666666667,6.5,0
13,2006Q1,76,12534,1820393,108.666666666667,6.5,0
13,2006Q1,91,9471,1820393,108.666666666667,6.5,0
13,2006Q1,75,10602,1820393,108.666666666667,6.5,0
13,2006Q1,81,3515,1820393,108.666666666667,6.5,0
13,2006Q1,60,5020,1820393,108.666666666667,6.5,0
13,2006Q1,65,6955,1820393,108.666666666667,6.5,0
13,2006Q1,47,25045,1820393,108.666666666667,6.5,0
13,2006Q1,94,11830,1820393,108.666666666667,6.5,0
13,2006Q1,53,8844,1820393,108.666666666667,6.5,0
13,2006Q1,89,4394,1820393,108.666666666667,6.5,0
13,2006Q1,99,4793,1820393,108.666666666667,6.5,0
13,2006Q1,118,10813,1820393,108.666666666667,6.5,0
13,2006Q1,43,24969,1820393,108.666666666667,6.5,0
13,2006Q1,37,7681,1820393,108.666666666667,6.5,0
13,2006Q1,90,5457,1820393,108.666666666667,6.5,0
13,2006Q1,85,15182,1820393,108.666666666667,6.5,0
13,2006Q1,58,4517,1820393,108.666666666667,6.5,0
13,2006Q1,71,30421,1820393,108.666666666667,6.5,0
13,2006Q1,40,11018,1820393,108.666666666667,6.5,0
13,2006Q1,41,4707,1820393,108.666666666667,6.5,0
13,2006Q1,127,6911,1820393,108.666666666667,6.5,0
13,2006Q1,39,4972,1820393,108.666666666667,6.5,0
13,2006Q1,57,28742,1820393,108.666666666667,6.5,0
13,2006Q1,74,4856,1820393,108.666666666667,6.5,0
13,2006Q1,121,2311,1820393,108.666666666667,6.5,0
13,2006Q1,34,7956,1820393,108.666666666667,6.5,0
13,2006Q1,52,20527,1820393,108.666666666667,6.5,0
13,2006Q1,50,17701,1820393,108.666666666667,6.5,0
13,2006Q1,68,8750,1820393,108.666666666667,6.5,0
13,2006Q1,125,6094,1820393,108.666666666667,6.5,0
13,2006Q1,87,6854,1820393,108.666666666667,6.5,0
13,2006Q1,67,6328,1820393,108.666666666667,6.5,0
13,2006Q1,23,1178,1820393,108.666666666667,6.5,0
13,2006Q1,31,21423,1820393,108.666666666667,6.5,0
13,2006Q1,104,9238,1820393,108.666666666667,6.5,0
13,2006Q1,109,9892,1820393,108.666666666667,6.5,0
13,2006Q1,113,10757,1820393,108.666666666667,6.5,0
13,2006Q1,84,6877,1820393,108.666666666667,6.5,0
13,2006Q1,55,7475,1820393,108.666666666667,6.5,0
13,2006Q1,112,1678,1820393,108.666666666667,6.5,0
13,2006Q1,66,18018,1820393,108.666666666667,6.5,0
13,2006Q1,124,2201,1820393,108.666666666667,6.5,0
13,2006Q1,122,3327,1820393,108.666666666667,6.5,0
13,2006Q1,100,3283,1820393,108.666666666667,6.5,0
13,2006Q1,86,3656,1820393,108.666666666667,6.5,0
13,2006Q1,77,5246,1820393,108.666666666667,6.5,0
13,2006Q1,88,4125,1820393,108.666666666667,6.5,0
13,2006Q1,56,4975,1820393,108.666666666667,6.5,0
13,2006Q1,130,2135,1820393,108.666666666667,6.5,0
13,2006Q1,80,15661,1820393,108.666666666667,6.5,0
13,2006Q1,32,9271,1820393,108.666666666667,6.5,0
13,2006Q1,108,2195,1820393,108.666666666667,6.5,0
13,2006Q1,35,6760,1820393,108.666666666667,6.5,0
13,2006Q1,103,2612,1820393,108.666666666667,6.5,0
13,2006Q1,136,6711,1820393,108.666666666667,6.5,0
13,2006Q1,105,1108,1820393,108.666666666667,6.5,0
13,2006Q1,51,4875,1820393,108.666666666667,6.5,0
13,2006Q1,78,5740,1820393,108.666666666667,6.5,0
13,2006Q1,72,4262,1820393,108.666666666667,6.5,0
13,2006Q1,63,4735,1820393,108.666666666667,6.5,0
13,2006Q1,145,1749,1820393,108.666666666667,6.5,0
13,2006Q1,149,647,1820393,108.666666666667,6.5,0
13,2006Q1,137,4583,1820393,108.666666666667,6.5,0
13,2006Q1,54,5003,1820393,108.666666666667,6.5,0
13,2006Q1,134,2095,1820393,108.666666666667,6.5,0
13,2006Q1,114,365,1820393,108.666666666667,6.5,0
13,2006Q1,132,5158,1820393,108.666666666667,6.5,0
13,2006Q1,64,14012,1820393,108.666666666667,6.5,0
13,2006Q1,102,5836,1820393,108.666666666667,6.5,0
13,2006Q1,159,2359,1820393,108.666666666667,6.5,0
13,2006Q1,142,4025,1820393,108.666666666667,6.5,0
13,2006Q1,140,2692,1820393,108.666666666667,6.5,0
13,2006Q1,48,15890,1820393,108.666666666667,6.5,0
13,2006Q1,44,4667,1820393,108.666666666667,6.5,0
13,2006Q1,155,1308,1820393,108.666666666667,6.5,0
13,2006Q1,107,2573,1820393,108.666666666667,6.5,0
13,2006Q1,110,862,1820393,108.666666666667,6.5,0
13,2006Q1,120,1764,1820393,108.666666666667,6.5,0
13,2006Q1,156,1403,1820393,108.666666666667,6.5,0
13,2006Q1,126,1991,1820393,108.666666666667,6.5,0
13,2006Q1,147,3275,1820393,108.666666666667,6.5,0
13,2006Q1,131,1641,1820393,108.666666666667,6.5,0
13,2006Q1,93,3632,1820393,108.666666666667,6.5,0
13,2006Q1,92,2970,1820393,108.666666666667,6.5,0
13,2006Q1,29,1594,1820393,108.666666666667,6.5,0
13,2006Q1,135,2750,1820393,108.666666666667,6.5,0
13,2006Q1,101,2301,1820393,108.666666666667,6.5,0
13,2006Q1,143,1049,1820393,108.666666666667,6.5,0
13,2006Q1,36,12457,1820393,108.666666666667,6.5,0
13,2006Q1,95,7339,1820393,108.666666666667,6.5,0
13,2006Q1,83,4371,1820393,108.666666666667,6.5,0
13,2006Q1,138,2721,1820393,108.666666666667,6.5,0
13,2006Q1,151,1425,1820393,108.666666666667,6.5,0
13,2006Q1,144,922,1820393,108.666666666667,6.5,0
13,2006Q1,128,1187,1820393,108.666666666667,6.5,0
13,2006Q1,129,1873,1820393,108.666666666667,6.5,0
13,2006Q1,150,1199,1820393,108.666666666667,6.5,0
13,2006Q1,139,696,1820393,108.666666666667,6.5,0
13,2006Q1,116,2172,1820393,108.666666666667,6.5,0
13,2006Q1,106,1950,1820393,108.666666666667,6.5,0
13,2006Q1,153,1124,1820393,108.666666666667,6.5,0
13,2006Q1,17,395,1820393,108.666666666667,6.5,0
13,2006Q1,98,2798,1820393,108.666666666667,6.5,0
13,2006Q1,15,976,1820393,108.666666666667,6.5,0
13,2006Q1,117,1000,1820393,108.666666666667,6.5,0
13,2006Q1,49,3776,1820393,108.666666666667,6.5,0
13,2006Q1,97,5907,1820393,108.666666666667,6.5,0
13,2006Q1,24,626,1820393,108.666666666667,6.5,0
13,2006Q1,62,13122,1820393,108.666666666667,6.5,0
13,2006Q1,96,1676,1820393,108.666666666667,6.5,0
13,2006Q1,158,427,1820393,108.666666666667,6.5,0
13,2006Q1,154,1928,1820393,108.666666666667,6.5,0
13,2006Q1,111,2152,1820393,108.666666666667,6.5,0
13,2006Q1,42,3923,1820393,108.666666666667,6.5,0
13,2006Q1,123,2848,1820393,108.666666666667,6.5,0
13,2006Q1,115,2147,1820393,108.666666666667,6.5,0
13,2006Q1,119,1473,1820393,108.666666666667,6.5,0
13,2006Q1,19,389,1820393,108.666666666667,6.5,0
13,2006Q1,133,2430,1820393,108.666666666667,6.5,0
13,2006Q1,16,935,1820393,108.666666666667,6.5,0
13,2006Q1,157,846,1820393,108.666666666667,6.5,0
13,2006Q1,160,1138,1820393,108.666666666667,6.5,0
13,2006Q1,28,62,1820393,108.666666666667,6.5,0
13,2006Q1,20,237,1820393,108.666666666667,6.5,0
13,2006Q1,148,133,1820393,108.666666666667,6.5,0
13,2006Q1,26,609,1820393,108.666666666667,6.5,0
13,2006Q1,152,375,1820393,108.666666666667,6.5,0
13,2006Q1,25,134,1820393,108.666666666667,6.5,0
13,2006Q1,21,137,1820393,108.666666666667,6.5,0
13,2006Q1,22,215,1820393,108.666666666667,6.5,0
13,2006Q2,98,1958,1820199,109.133333333333,6.5,0
13,2006Q2,122,6354,1820199,109.133333333333,6.5,0
13,2006Q2,31,27404,1820199,109.133333333333,6.5,0
13,2006Q2,155,3110,1820199,109.133333333333,6.5,0
13,2006Q2,43,23315,1820199,109.133333333333,6.5,0
