QUARTER,PROV,WAGE_BIN,EMPLOYMENT,WAGE_MID
2006Q1,12,136,8121,33.875
2006Q1,10,97,2423,24.125
2006Q1,59,139,8479,34.625
2006Q1,10,29,2514,7.125
2006Q1,12,125,4741,31.125
2006Q1,48,137,17931,34.125
2006Q1,46,44,6135,10.875
2006Q1,11,80,2623,19.875
2006Q1,10,89,1893,22.125
2006Q1,13,105,1108,26.125
2006Q1,59,42,22347,10.375
2006Q1,24,103,36777,25.625
2006Q1,13,51,4875,12.625
2006Q1,12,138,2346,34.375
2006Q1,13,78,5740,19.375
2006Q1,13,72,4262,17.875
2006Q1,13,63,4735,15.625
2006Q1,59,60,13172,14.875
2006Q1,10,88,2140,21.875
2006Q1,12,93,4368,23.125
2006Q1,46,135,2986,33.625
2006Q1,12,155,4123,38.625
2006Q1,10,150,1187,37.375
2006Q1,11,77,908,19.125
2006Q1,12,42,5950,10.375
2006Q1,59,143,13165,35.625
2006Q1,13,145,1749,36.125
2006Q1,59,74,12036,18.375
2006Q1,24,77,69665,19.125
2006Q1,47,88,1943,21.875
2006Q1,11,79,873,19.625
2006Q1,48,139,10953,34.625
2006Q1,10,72,3860,17.875
2006Q1,12,146,1775,36.375
2006Q1,10,83,2306,20.625
2006Q1,48,35,16925,8.625
2006Q1,47,92,5667,22.875
2006Q1,10,59,4706,14.625
2006Q1,11,123,850,30.625
2006Q1,24,137,28868,34.125
2006Q1,11,41,641,10.125
2006Q1,12,54,5989,13.375
2006Q1,46,27,446,6.625
2006Q1,24,30,6931,7.375
2006Q1,59,34,2484,8.375
2006Q1,10,31,21829,7.625
2006Q1,48,114,5588,28.375
2006Q1,10,154,2442,38.375
2006Q1,13,149,647,37.125
2006Q1,11,40,2173,9.875
2006Q1,12,151,2915,37.625
2006Q1,59,150,18599,37.375
2006Q1,12,102,7199,25.375
2006Q1,46,145,9999,36.125
2006Q1,24,146,16752,36.375
2006Q1,46,24,1500,5.875
2006Q1,46,82,10469,20.375
2006Q1,48,24,1725,5.875
2006Q1,10,133,5325,33.125
2006Q1,10,32,5937,7.875
2006Q1,47,128,2587,31.875
2006Q1,47,119,1804,29.625
2006Q1,12,44,8341,10.875
2006Q1,46,132,10929,32.875
2006Q1,46,92,6948,22.875
2006Q1,11,149,171,37.125
2006Q1,13,137,4583,34.125
2006Q1,12,62,13908,15.375
2006Q1,59,73,33430,18.125
2006Q1,47,74,9585,18.375
2006Q1,24,112,27083,27.875
2006Q1,13,54,5003,13.375
2006Q1,12,103,1873,25.625
2006Q1,12,111,3076,27.625
2006Q1,11,125,747,31.125
2006Q1,12,144,1444,35.875
2006Q1,13,134,2095,33.375
2006Q1,10,125,1948,31.125
2006Q1,24,142,56371,35.375
2006Q1,48,79,22490,19.625
2006Q1,12,147,5295,36.625
2006Q1,11,150,563,37.375
2006Q1,35,153,16219,38.125
2006Q1,46,119,2524,29.625
2006Q1,47,86,4704,21.375
2006Q1,46,90,7843,22.375
2006Q1,13,114,365,28.375
2006Q1,11,56,406,13.875
2006Q1,48,121,15845,30.125
2006Q1,24,116,31954,28.875
2006Q1,47,87,7114,21.625
2006Q1,11,85,3337,21.125
2006Q1,11,36,2548,8.875
2006Q1,46,129,2718,32.125
2006Q1,46,37,12618,9.125
2006Q1,10,66,7456,16.375
2006Q1,24,114,31180,28.375
2006Q1,46,63,7865,15.625
2006Q1,24,29,9014,7.125
2006Q1,46,35,36923,8.625
2006Q1,24,46,41789,11.375
2006Q1,10,71,11810,17.625
2006Q1,12,113,13191,28.125
2006Q1,12,18,263,4.375
2006Q1,48,37,15702,9.125
2006Q1,10,43,9271,10.625
2006Q1,12,105,1887,26.125
2006Q1,24,107,40709,26.625
2006Q1,59,124,11042,30.875
2006Q1,59,112,12086,27.875
2006Q1,11,132,1201,32.875
2006Q1,24,148,13159,36.875
2006Q1,46,101,4592,25.125
2006Q1,47,151,4390,37.625
2006Q1,13,132,5158,32.875
2006Q1,47,122,4152,30.375
2006Q1,46,32,711,7.875
2006Q1,11,71,4421,17.625
2006Q1,11,89,622,22.125
2006Q1,46,20,1027,4.875
2006Q1,35,32,14705,7.875
2006Q1,46,23,1706,5.625
2006Q1,59,160,14138,39.875
2006Q1,59,134,6136,33.375
2006Q1,46,29,446,7.125
2006Q1,47,63,5780,15.625
2006Q1,47,113,14136,28.125
2006Q1,46,140,3989,34.875
2006Q1,24,58,40054,14.375
2006Q1,46,51,8156,12.625
2006Q1,10,107,1032,26.625
2006Q1,10,152,897,37.875
2006Q1,11,146,102,36.375
2006Q1,11,43,5209,10.625
2006Q1,59,107,16300,26.625
2006Q1,11,60,1018,14.875
2006Q1,48,84,20268,20.875
2006Q1,24,128,16303,31.875
2006Q1,46,98,5232,24.375
2006Q1,46,81,4768,20.125
2006Q1,13,64,14012,15.875
2006Q1,47,120,5551,29.875
2006Q1,46,154,3287,38.375
2006Q1,12,60,5474,14.875
2006Q1,11,94,1703,23.375
2006Q1,47,42,4935,10.375
2006Q1,35,129,56627,32.125
2006Q1,47,124,4209,30.875
2006Q1,47,159,2996,39.625
2006Q1,35,29,7820,7.125
2006Q1,47,90,6593,22.375
2006Q1,59,83,29095,20.625
2006Q1,10,36,8912,8.875
2006Q1,46,21,60,5.125
2006Q1,24,83,77932,20.625
2006Q1,48,116,18091,28.875
2006Q1,10,49,1342,12.125
2006Q1,48,54,11000,13.375
2006Q1,59,70,15347,17.375
2006Q1,13,102,5836,25.375
2006Q1,59,36,5348,8.875
2006Q1,35,27,6218,6.625
2006Q1,48,46,20618,11.375
2006Q1,59,151,24320,37.625
2006Q1,13,159,2359,39.625
2006Q1,48,31,5444,7.625
2006Q1,59,54,15332,13.375
2006Q1,13,142,4025,35.375
2006Q1,11,109,1798,27.125
2006Q1,13,140,2692,34.875
2006Q1,11,72,677,17.875
2006Q1,11,42,1147,10.375
2006Q1,13,48,15890,11.875
2006Q1,10,68,6113,16.875
2006Q1,13,44,4667,10.875
2006Q1,10,17,133,4.125
2006Q1,12,95,11014,23.625
2006Q1,24,98,34618,24.375
2006Q1,47,111,3722,27.625
2006Q1,11,127,531,31.625
2006Q1,48,42,9166,10.375
2006Q1,12,48,19178,11.875
2006Q1,13,155,1308,38.625
2006Q1,46,147,9115,36.625
2006Q1,11,84,804,20.875
2006Q1,11,100,213,24.875
2006Q1,10,67,2296,16.625
2006Q1,11,133,1074,33.125
2006Q1,48,160,15227,39.875
2006Q1,59,51,15761,12.625
2006Q1,12,74,2725,18.375
2006Q1,24,144,6953,35.875
2006Q1,48,130,13116,32.375
2006Q1,59,93,30373,23.125
2006Q1,46,105,1343,26.125
2006Q1,11,52,2593,12.875
2006Q1,11,151,726,37.625
2006Q1,11,128,329,31.875
2006Q1,48,72,9850,17.875
2006Q1,48,117,7932,29.125
2006Q1,59,58,9069,14.375
2006Q1,12,28,499,6.875
2006Q1,47,146,5567,36.375
2006Q1,13,107,2573,26.625
2006Q1,11,124,172,30.875
2006Q1,59,116,22383,28.875
2006Q1,59,90,43543,22.375
2006Q1,13,110,862,27.375
2006Q1,48,131,14061,32.625
2006Q1,35,31,25524,7.625
2006Q1,11,102,1463,25.375
2006Q1,46,95,14767,23.625
2006Q1,59,140,18620,34.875
2006Q1,24,139,8710,34.625
2006Q1,12,55,12432,13.625
2006Q1,10,137,2243,34.125
2006Q1,59,95,81739,23.625
2006Q1,48,29,3277,7.125
2006Q1,13,120,1764,29.875
2006Q1,12,83,6543,20.625
2006Q1,46,96,2609,23.875
2006Q1,46,110,2231,27.375
2006Q1,24,105,24481,26.125
2006Q1,24,151,29116,37.625
2006Q1,13,156,1403,38.875
2006Q1,47,100,3142,24.875
2006Q1,47,157,1671,39.125
2006Q1,12,49,6292,12.125
2006Q1,12,27,112,6.625
2006Q1,48,81,8849,20.125
2006Q1,46,160,2435,39.875
2006Q1,47,17,607,4.125
2006Q1,46,55,10856,13.625
2006Q1,46,153,2265,38.125
2006Q1,59,138,10288,34.375
2006Q1,11,35,2147,8.625
2006Q1,35,138,23281,34.375
2006Q1,35,17,3710,4.125
2006Q1,10,58,2211,14.375
2006Q1,10,129,1636,32.125
2006Q1,48,143,12605,35.625
2006Q1,59,131,20264,32.625
2006Q1,11,62,2388,15.375
2006Q1,59,53,24219,13.125
2006Q1,13,126,1991,31.375
2006Q1,12,108,4059,26.875
2006Q1,48,48,54359,11.875
2006Q1,47,130,1887,32.375
2006Q1,46,156,2840,38.875
2006Q1,59,146,9186,36.375
2006Q1,59,48,96496,11.875
2006Q1,11,111,563,27.625
2006Q1,47,83,3322,20.625
2006Q1,11,110,530,27.375
2006Q1,10,112,1035,27.875
2006Q1,35,19,1506,4.625
2006Q1,11,157,519,39.125
2006Q1,13,147,3275,36.625
2006Q1,24,123,49675,30.625
2006Q1,59,37,6538,9.125
2006Q1,10,52,5407,12.875
2006Q1,46,28,1964,6.875
2006Q1,12,88,3244,21.875
2006Q1,13,131,1641,32.625
2006Q1,10,148,1473,36.875
2006Q1,10,145,1206,36.125
2006Q1,12,150,2886,37.375
2006Q1,47,26,521,6.375
2006Q1,48,44,14294,10.875
2006Q1,59,31,8719,7.625
2006Q1,10,147,2662,36.625
2006Q1,10,157,1201,39.125
2006Q1,47,41,4615,10.125
2006Q1,12,81,3223,20.125
2006Q1,59,158,20686,39.375
2006Q1,12,116,2376,28.875
2006Q1,24,158,14943,39.375
2006Q1,59,128,7496,31.875
2006Q1,10,61,6227,15.125
2006Q1,12,76,14708,18.875
2006Q1,10,101,1230,25.125
2006Q1,13,93,3632,23.125
2006Q1,11,53,844,13.125
2006Q1,13,92,2970,22.875
2006Q1,13,29,1594,7.125
2006Q1,13,135,2750,33.625
2006Q1,47,93,3318,23.125
2006Q1,10,86,6632,21.375
2006Q1,11,121,711,30.125
2006Q1,11,126,649,31.375
2006Q1,13,101,2301,25.125
2006Q1,13,143,1049,35.625
2006Q1,48,87,36196,21.625
2006Q1,13,36,12457,8.875
2006Q1,59,24,3190,5.875
2006Q1,10,56,2017,13.875
2006Q1,12,110,2052,27.375
2006Q1,48,26,665,6.375
2006Q1,59,28,4286,6.875
2006Q1,47,67,3904,16.625
2006Q1,10,41,2809,10.125
2006Q1,13,95,7339,23.625
2006Q1,59,49,22162,12.125
2006Q1,11,105,337,26.125
2006Q1,35,30,9642,7.375
2006Q1,47,76,21052,18.875
2006Q1,24,131,16569,32.625
2006Q1,12,46,8508,11.375
2006Q1,48,119,9476,29.625
2006Q1,47,105,2590,26.125
2006Q1,13,83,4371,20.625
2006Q1,12,23,764,5.625
2006Q1,12,140,2615,34.875
2006Q1,12,101,2810,25.125
2006Q1,47,115,2237,28.625
2006Q1,11,156,71,38.875
2006Q1,11,86,659,21.375
2006Q1,13,138,2721,34.375
2006Q1,11,19,191,4.625
2006Q1,24,28,7123,6.875
2006Q1,46,139,1423,34.625
2006Q1,12,132,6905,32.875
2006Q1,10,149,1041,37.125
2006Q1,11,87,722,21.625
2006Q1,24,156,7477,38.875
2006Q1,48,156,8875,38.875
2006Q1,13,151,1425,37.625
2006Q1,46,114,3236,28.375
2006Q1,12,97,2957,24.125
2006Q1,12,131,2204,32.625
2006Q1,47,20,412,4.875
2006Q1,59,117,9438,29.125
2006Q1,11,88,920,21.875
2006Q1,11,92,432,22.875
2006Q1,12,133,1967,33.125
2006Q1,11,96,225,23.875
2006Q1,13,144,922,35.875
2006Q1,59,69,15578,17.125
2006Q1,24,34,10762,8.375
2006Q1,59,72,6573,17.875
2006Q1,11,97,1066,24.125
2006Q1,13,128,1187,31.875
2006Q1,47,138,2563,34.375
2006Q1,48,69,22003,17.125
2006Q1,12,130,3937,32.375
2006Q1,12,123,6091,30.625
2006Q1,10,55,2631,13.625
2006Q1,10,69,3092,17.125
2006Q1,10,131,907,32.625
2006Q1,46,137,3291,34.125
2006Q1,10,109,2794,27.125
2006Q1,11,93,244,23.125
2006Q1,47,123,6219,30.625
2006Q1,46,117,2340,29.125
2006Q1,12,107,1979,26.625
2006Q1,13,129,1873,32.125
2006Q1,13,150,1199,37.375
2006Q1,46,56,6132,13.875
2006Q1,46,112,5775,27.875
2006Q1,59,30,2473,7.375
2006Q1,47,39,5692,9.625
2006Q1,48,51,8965,12.625
2006Q1,11,83,711,20.625
2006Q1,11,70,801,17.375
2006Q1,11,67,1004,16.625
2006Q1,35,24,6816,5.875
2006Q1,48,120,14296,29.875
2006Q1,10,114,1142,28.375
2006Q1,12,126,2282,31.375
2006Q1,46,42,5323,10.375
2006Q1,10,124,1312,30.875
2006Q1,46,15,512,3.625
2006Q1,48,138,6050,34.375
2006Q1,13,139,696,34.625
2006Q1,46,150,3504,37.375
2006Q1,10,76,6375,18.875
2006Q1,35,26,1678,6.375
2006Q1,59,126,6893,31.375
2006Q1,12,106,3777,26.375
2006Q1,12,137,2442,34.125
2006Q1,10,87,1139,21.625
2006Q1,59,84,10804,20.875
2006Q1,10,46,1805,11.375
2006Q1,24,31,3191,7.625
2006Q1,46,130,1107,32.375
2006Q1,47,96,4385,23.875
2006Q1,48,123,25366,30.625
2006Q1,10,115,1292,28.625
2006Q1,59,62,63754,15.375
2006Q1,12,84,2479,20.875
2006Q1,48,41,9273,10.125
2006Q1,10,142,2778,35.375
2006Q1,12,159,4948,39.625
2006Q1,12,26,462,6.375
2006Q1,11,95,1666,23.625
2006Q1,24,24,6373,5.875
2006Q1,13,116,2172,28.875
2006Q1,12,145,5350,36.125
2006Q1,46,128,1015,31.875
2006Q1,12,135,3929,33.625
2006Q1,11,34,1150,8.375
2006Q1,47,149,1603,37.125
2006Q1,10,95,3611,23.625
2006Q1,46,123,7293,30.625
2006Q1,13,106,1950,26.375
2006Q1,11,74,382,18.375
2006Q1,11,116,369,28.875
2006Q1,12,114,1699,28.375
2006Q1,47,110,1743,27.375
2006Q1,10,60,2768,14.875
2006Q1,13,153,1124,38.125
2006Q1,48,144,2953,35.875
2006Q1,10,151,1128,37.625
2006Q1,13,17,395,4.125
2006Q1,13,98,2798,24.375
2006Q1,24,21,3488,5.125
2006Q1,24,16,1091,3.875
2006Q1,12,90,4937,22.375
2006Q1,13,15,976,3.625
2006Q1,11,114,239,28.375
2006Q1,47,22,839,5.375
2006Q1,47,137,5165,34.125
2006Q1,10,128,346,31.875
2006Q1,10,81,425,20.125
2006Q1,59,137,24223,34.125
2006Q1,11,142,618,35.375
2006Q1,11,144,36,35.875
2006Q1,13,117,1000,29.125
2006Q1,12,148,499,36.875
2006Q1,10,74,1650,18.375
2006Q1,59,156,13151,38.875
2006Q1,59,20,1141,4.875
2006Q1,35,16,2322,3.875
2006Q1,11,129,243,32.125
2006Q1,46,149,1810,37.125
2006Q1,13,49,3776,12.125
2006Q1,47,150,3093,37.375
2006Q1,47,81,2210,20.125
2006Q1,24,152,9517,37.875
2006Q1,11,51,294,12.625
2006Q1,47,53,4176,13.125
2006Q1,12,19,1208,4.625
2006Q1,13,97,5907,24.125
2006Q1,59,153,4673,38.125
2006Q1,47,30,1180,7.375
2006Q1,11,103,291,25.625
2006Q1,46,126,3238,31.375
2006Q1,11,99,1445,24.625
2006Q1,10,155,1433,38.625
2006Q1,10,135,2375,33.625
2006Q1,47,32,1757,7.875
2006Q1,48,22,1433,5.375
2006Q1,47,131,2466,32.625
2006Q1,12,117,2473,29.125
2006Q1,10,54,864,13.375
2006Q1,24,25,1885,6.125
2006Q1,46,152,2391,37.875
2006Q1,13,24,626,5.875
2006Q1,47,142,5901,35.375
2006Q1,13,62,13122,15.375
2006Q1,13,96,1676,23.875
2006Q1,11,18,40,4.375
2006Q1,24,32,12048,7.875
2006Q1,10,24,950,5.875
2006Q1,35,18,3741,4.375
2006Q1,11,101,520,25.125
2006Q1,13,158,427,39.375
2006Q1,12,29,4836,7.125
2006Q1,12,119,3564,29.625
2006Q1,47,69,5250,17.125
2006Q1,12,160,2766,39.875
2006Q1,46,30,757,7.375
2006Q1,13,154,1928,38.375
2006Q1,10,42,3678,10.375
2006Q1,12,16,243,3.875
2006Q1,59,129,7801,32.125
2006Q1,11,98,622,24.375
2006Q1,10,139,493,34.625
2006Q1,10,96,420,23.875
2006Q1,59,17,1715,4.125
2006Q1,47,117,1834,29.125
2006Q1,11,159,213,39.625
2006Q1,10,117,811,29.125
2006Q1,10,62,5792,15.375
2006Q1,10,111,1136,27.625
2006Q1,11,73,963,18.125
2006Q1,46,143,2953,35.625
2006Q1,11,117,40,29.125
2006Q1,47,58,3236,14.375
2006Q1,48,19,506,4.625
2006Q1,46,107,4507,26.625
2006Q1,11,39,1254,9.625
2006Q1,47,107,2891,26.625
2006Q1,10,22,200,5.375
2006Q1,10,28,527,6.875
2006Q1,13,111,2152,27.625
2006Q1,48,112,5943,27.875
2006Q1,11,112,468,27.875
2006Q1,48,153,4413,38.125
2006Q1,11,81,320,20.125
2006Q1,13,42,3923,10.375
2006Q1,48,152,6836,37.875
2006Q1,47,23,376,5.625
2006Q1,12,30,1982,7.375
2006Q1,10,106,2024,26.375
2006Q1,13,123,2848,30.625
2006Q1,10,120,1286,29.875
2006Q1,48,25,1490,6.125
2006Q1,47,24,974,5.875
2006Q1,12,152,1717,37.875
2006Q1,11,139,169,34.625
2006Q1,11,154,132,38.375
2006Q1,10,144,498,35.875
2006Q1,10,18,403,4.375
2006Q1,59,26,1500,6.375
2006Q1,47,116,4702,28.875
2006Q1,11,28,117,6.875
2006Q1,10,90,2460,22.375
2006Q1,12,153,657,38.125
2006Q1,48,21,224,5.125
2006Q1,11,23,166,5.625
2006Q1,10,105,1502,26.125
2006Q1,12,157,2455,39.125
2006Q1,47,19,161,4.625
2006Q1,12,15,1265,3.625
2006Q1,13,115,2147,28.625
2006Q1,59,159,18560,39.625
2006Q1,11,138,200,34.375
2006Q1,47,144,1616,35.875
2006Q1,13,119,1473,29.625
2006Q1,10,123,5334,30.625
2006Q1,11,141,803,35.125
2006Q1,48,28,4542,6.875
2006Q1,13,19,389,4.625
2006Q1,46,134,1602,33.375
2006Q1,11,135,176,33.625
2006Q1,13,133,2430,33.125
2006Q1,10,15,232,3.625
2006Q1,10,26,315,6.375
2006Q1,10,140,807,34.875
2006Q1,48,23,2462,5.625
2006Q1,11,145,652,36.125
2006Q1,10,27,363,6.625
2006Q1,24,27,1602,6.625
2006Q1,11,54,162,13.375
2006Q1,11,115,135,28.625
2006Q1,24,143,21536,35.625
2006Q1,35,21,2897,5.125
2006Q1,59,22,1019,5.375
2006Q1,10,116,880,28.875
2006Q1,24,15,756,3.625
2006Q1,10,126,533,31.375
2006Q1,59,25,1945,6.125
2006Q1,12,22,489,5.375
2006Q1,59,23,1530,5.625
2006Q1,11,27,58,6.625
2006Q1,35,15,1064,3.625
2006Q1,11,16,115,3.875
2006Q1,10,110,226,27.375
2006Q1,12,24,889,5.875
2006Q1,11,107,761,26.625
2006Q1,13,16,935,3.875
2006Q1,13,157,846,39.125
2006Q1,11,31,134,7.625
2006Q1,24,22,1876,5.375
2006Q1,47,25,354,6.125
2006Q1,24,23,210,5.625
2006Q1,24,17,580,4.125
2006Q1,13,160,1138,39.875
2006Q1,13,28,62,6.875
2006Q1,11,25,51,6.125
2006Q1,11,134,34,33.375
2006Q1,13,20,237,4.875
2006Q1,11,120,194,29.875
2006Q1,11,153,59,38.125
2006Q1,47,156,1207,38.875
2006Q1,11,119,230,29.625
2006Q1,12,143,2265,35.625
2006Q1,12,21,481,5.125
2006Q1,59,19,1425,4.625
2006Q1,11,131,245,32.625
2006Q1,13,148,133,36.875
2006Q1,10,159,1243,39.625
2006Q1,10,143,986,35.625
2006Q1,11,148,308,36.875
2006Q1,47,15,151,3.625
2006Q1,12,17,138,4.125
2006Q1,11,21,75,5.125
2006Q1,13,26,609,6.375
2006Q1,11,90,697,22.375
2006Q1,11,160,105,39.875
2006Q1,24,19,1425,4.625
2006Q1,59,16,49,3.875
2006Q1,11,143,244,35.625
2006Q1,47,27,296,6.625
2006Q1,48,15,419,3.625
2006Q1,13,152,375,37.875
2006Q1,48,17,529,4.125
2006Q1,10,51,275,12.625
2006Q1,48,20,309,4.875
2006Q1,11,24,36,5.875
2006Q1,24,18,1518,4.375
2006Q1,12,156,799,38.875
2006Q1,47,18,98,4.375
2006Q1,13,25,134,6.125
2006Q1,11,15,20,3.625
2006Q1,11,155,43,38.625
2006Q1,59,15,159,3.625
2006Q1,46,26,461,6.375
2006Q1,10,156,128,38.875
2006Q1,46,22,351,5.375
2006Q1,46,16,360,3.875
2006Q1,10,21,102,5.125
2006Q1,10,25,249,6.125
2006Q1,11,30,121,7.375
2006Q1,11,20,57,4.875
2006Q1,13,21,137,5.125
2006Q1,10,23,242,5.625
2006Q1,59,27,129,6.625
2006Q1,59,18,51,4.375
2006Q1,13,22,215,5.375
2006Q1,11,29,37,7.125
2006Q2,35,43,379260,10.625
2006Q2,35,45,141512,11.125
2006Q2,35,47,687101,11.625
2006Q2,48,67,18029,16.625
2006Q2,13,98,1958,24.375
2006Q2,12,82,4456,20.375
2006Q2,13,122,6354,30.375
2006Q2,35,101,98832,25.125
2006Q2,10,93,2670,23.125
2006Q2,10,106,832,26.375
2006Q2,10,60,2896,14.875
2006Q2,24,47,407675,11.625
2006Q2,35,68,160121,16.875
2006Q2,24,65,56191,16.125
2006Q2,48,101,19919,25.125
2006Q2,35,158,98539,39.375
2006Q2,24,90,110293,22.375
2006Q2,24,121,22499,30.125
2006Q2,35,69,53419,17.125
2006Q2,24,72,101257,17.875
2006Q2,10,85,8481,21.125
2006Q2,59,44,41378,10.875
2006Q2,35,144,75806,35.875
2006Q2,35,141,158898,35.125
2006Q2,47,33,18107,8.125
2006Q2,24,63,36452,15.625
2006Q2,46,63,9687,15.625
2006Q2,24,38,304521,9.375
2006Q2,59,130,12369,32.375
2006Q2,24,54,99476,13.375
2006Q2,35,34,92908,8.375
2006Q2,24,145,14302,36.125
2006Q2,35,40,207121,9.875
2006Q2,11,75,3345,18.625
2006Q2,48,155,15213,38.625
2006Q2,48,33,70828,8.125
2006Q2,46,51,8475,12.625
2006Q2,48,79,27841,19.625
2006Q2,35,75,304796,18.625
2006Q2,59,141,56612,35.125
2006Q2,59,29,10846,7.125
2006Q2,47,114,2681,28.375
2006Q2,59,82,38272,20.375
2006Q2,35,52,297912,12.875
2006Q2,24,52,161322,12.875
2006Q2,24,94,202533,23.375
2006Q2,35,72,122385,17.875
2006Q2,46,78,8306,19.375
2006Q2,35,70,46313,17.375
2006Q2,35,135,153444,33.625
2006Q2,35,122,114214,30.375
2006Q2,24,71,301842,17.625
2006Q2,48,113,65047,28.125
2006Q2,35,136,55819,33.875
2006Q2,59,95,29892,23.625
2006Q2,48,107,12503,26.625
2006Q2,24,97,39433,24.125
2006Q2,59,147,23022,36.625
2006Q2,59,69,12364,17.125
2006Q2,46,117,18316,29.125
2006Q2,59,150,32632,37.375
2006Q2,59,127,39268,31.625
2006Q2,35,99,242823,24.625
2006Q2,35,87,133065,21.625
2006Q2,59,68,52401,16.875
2006Q2,35,57,475932,14.125
2006Q2,47,38,41238,9.375
2006Q2,13,31,27404,7.625
2006Q2,11,99,2040,24.625
2006Q2,46,108,20481,26.875
2006Q2,59,47,265741,11.625
2006Q2,59,94,143832,23.375
2006Q2,46,124,7426,30.875
2006Q2,46,40,26485,9.875
2006Q2,24,117,152498,29.125
2006Q2,48,108,86148,26.875
2006Q2,35,71,412986,17.625
2006Q2,48,84,20936,20.875
2006Q2,35,120,99158,29.875
2006Q2,12,57,30239,14.125
2006Q2,35,28,3191,6.875
2006Q2,48,38,85622,9.375
2006Q2,59,117,125230,29.125
2006Q2,48,50,35038,12.375
2006Q2,24,82,86518,20.375
2006Q2,24,43,216543,10.625
2006Q2,24,75,258884,18.625
2006Q2,46,47,65164,11.625
2006Q2,48,66,105654,16.375
2006Q2,35,85,283863,21.125
2006Q2,24,86,61671,21.375
2006Q2,46,154,3343,38.375
2006Q2,24,89,115569,22.125
2006Q2,35,123,33043,30.625
2006Q2,35,66,318977,16.375
2006Q2,46,61,37618,15.125
2006Q2,24,98,44362,24.375
2006Q2,35,113,258285,28.125
2006Q2,12,35,10393,8.625
2006Q2,59,111,12501,27.625
2006Q2,35,129,72518,32.125
2006Q2,24,96,47856,23.875
2006Q2,35,96,104719,23.875
2006Q2,24,77,56478,19.125
2006Q2,48,57,130371,14.125
2006Q2,13,155,3110,38.625
2006Q2,46,98,4630,24.375
2006Q2,35,125,39324,31.125
2006Q2,24,88,71487,21.875
2006Q2,47,61,20607,15.125
2006Q2,59,57,163867,14.125
2006Q2,59,71,149362,17.625
2006Q2,46,34,27914,8.375
2006Q2,24,85,204824,21.125
2006Q2,24,36,230094,8.875
2006Q2,24,73,78225,18.125
2006Q2,47,88,5594,21.875
2006Q2,24,60,70542,14.875
2006Q2,35,80,321674,19.875
2006Q2,47,52,20012,12.875
2006Q2,35,105,34495,26.125
2006Q2,48,54,48593,13.375
2006Q2,48,90,51119,22.375
2006Q2,59,80,103336,19.875
2006Q2,46,83,5512,20.625
2006Q2,35,94,429003,23.375
2006Q2,46,54,17478,13.375
2006Q2,35,89,200317,22.125
2006Q2,12,87,7540,21.625
2006Q2,24,108,147148,26.875
2006Q2,47,108,20972,26.875
2006Q2,59,123,5935,30.625
2006Q2,12,131,7395,32.625
2006Q2,48,103,66808,25.625
2006Q2,59,131,46700,32.625
2006Q2,59,157,17037,39.125
2006Q2,46,57,43213,14.125
2006Q2,11,72,1649,17.875
2006Q2,24,59,122121,14.625
2006Q2,35,118,34362,29.375
2006Q2,59,88,28851,21.875
2006Q2,24,100,40002,24.875
2006Q2,46,72,14335,17.875
2006Q2,47,111,3465,27.625
2006Q2,59,38,196400,9.375
2006Q2,59,90,58565,22.375
2006Q2,59,61,91020,15.125
2006Q2,35,76,54262,18.875
2006Q2,24,61,186839,15.125
2006Q2,59,40,84221,9.875
2006Q2,35,82,140475,20.375
2006Q2,35,153,33990,38.125
2006Q2,47,76,7661,18.875
2006Q2,59,89,65045,22.125
2006Q2,46,122,11253,30.375
2006Q2,12,86,5824,21.375
2006Q2,24,64,99097,15.875
2006Q2,13,43,23315,10.625
2006Q2,24,142,45693,35.375
2006Q2,59,39,29643,9.625
2006Q2,59,85,126370,21.125
2006Q2,35,46,52152,11.375
2006Q2,35,126,60017,31.375
2006Q2,12,36,22656,8.875
2006Q2,35,37,230111,9.125
2006Q2,35,48,60236,11.875
2006Q2,35,103,243347,25.625
2006Q2,24,53,39939,13.125
2006Q2,48,147,26114,36.625
2006Q2,35,127,93124,31.625
2006Q2,24,51,34257,12.625
2006Q2,11,65,1335,16.125
2006Q2,24,79,82514,19.625
2006Q2,59,52,116462,12.875
2006Q2,35,61,324122,15.125
2006Q2,59,59,51744,14.625
2006Q2,10,29,1991,7.125
2006Q2,35,50,137603,12.375
2006Q2,59,74,12475,18.375
2006Q2,12,141,13539,35.125
2006Q2,48,62,25025,15.375
2006Q2,48,68,67896,16.875
2006Q2,47,43,27776,10.625
2006Q2,12,45,18881,11.125
2006Q2,24,57,269488,14.125
2006Q2,48,135,53140,33.625
2006Q2,47,94,21259,23.375
2006Q2,35,35,138923,8.625
2006Q2,13,44,6734,10.875
2006Q2,35,117,262067,29.125
2006Q2,12,46,7610,11.375
2006Q2,12,76,8542,18.875
2006Q2,10,87,1337,21.625
2006Q2,48,110,15856,27.375
2006Q2,24,109,15983,27.125
2006Q2,13,94,15300,23.375
2006Q2,35,106,111384,26.375
2006Q2,48,74,15620,18.375
2006Q2,11,102,1658,25.375
2006Q2,47,57,31427,14.125
2006Q2,47,58,6783,14.375
2006Q2,35,81,85035,20.125
2006Q2,13,33,29605,8.125
2006Q2,59,64,22514,15.875
2006Q2,48,52,116792,12.875
2006Q2,35,64,101321,15.875
2006Q2,59,110,23577,27.375
2006Q2,24,44,57059,10.875
2006Q2,48,125,8943,31.125
